idPartido,Temporada,Ronda,Local,Visitante,Evento,GolesLocal,GolesVisitante,VictoriaLocal,Empate,VictoriaVisitante,%_Victorias_Local,%_Empate,%_Victoria_Visitante,%_Equipo1_Ganado,%_Equipo2_Ganado,%_1_G_Temporada,%_1_G_Temporada_L,%_1_E_Temporada_L,%_1_P_Temporada_L,1_Media_G,1_Media_G_Local,1_Media_Goles_PP,1_ValorJugadores,1_MediaJugadores,%_2_G_Temporada,%_2_G_Temporada_L,%_2_E_Temporada_L,%_2_P_Temporada_L,2_Media_G,2_Media_G_Local,2_Media_Goles_PP,2_ValorJugadores,2_MediaJugadores
162,2022-01-01,Group stage,7,5,Stadio Giuseppe Meazza,1,0,1,0,0,55.56,33.33,11.11,11.11,55.56,50.0,60.0,20.0,20.0,0.5,0.6,1.5,829.979570990807,37.72634413594577,40.0,33.33,33.33,33.33,0.4,0.33,2.4,428.9581205311543,16.49838925119824
163,2022-01-01,Group stage,6,90,Johan Cruyff ArenA,1,6,0,0,1,100.0,0.0,0.0,0.0,100.0,40.0,50.0,0.0,50.0,0.4,0.5,2.0,390.0919305413687,20.531154239019404,66.67,80.0,20.0,0.0,0.67,0.8,2.22,666.802860061287,30.309220911876682
164,2022-01-01,Group stage,38,24,Jan Breydelstadion,2,0,1,0,0,33.33,66.67,0.0,0.0,33.33,28.57,33.33,0.0,66.67,0.29,0.33,0.86,494.63738508682326,19.78549540347293,20.0,33.33,66.67,0.0,0.2,0.33,1.0,402.0939734422879,18.276998792831268
165,2022-01-01,Group stage,68,16,Red Bull Arena,3,1,1,0,0,0.0,0.0,100.0,100.0,0.0,42.86,33.33,33.33,33.33,0.43,0.33,1.57,529.8774259448417,24.085337542947347,0.0,0.0,33.33,66.67,0.0,0.0,0.6,406.79264555669056,18.49057479803139
166,2022-01-01,Group stage,184,235,Red Bull Arena,1,0,1,0,0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,50.0,50.0,0.0,0.0,0.8,367.7221654749745,19.353798182893392,20.0,33.33,33.33,33.33,0.2,0.33,0.8,374.87231869254344,18.743615934627172
167,2022-01-01,Group stage,11,2,Stamford Bridge,3,0,1,0,0,0.0,0.0,100.0,100.0,0.0,44.44,50.0,25.0,25.0,0.44,0.5,1.0,685.1889683350357,26.353421859039834,45.45,66.67,0.0,33.33,0.45,0.67,1.36,749.2339121552603,32.57538748501132
168,2022-01-01,Group stage,10,28,Estádio do Sport Lisboa e Benfica,1,1,0,1,0,66.67,33.33,0.0,33.33,33.33,66.67,75.0,0.0,25.0,0.67,0.75,2.78,675.6894790602655,28.15372829417773,57.14,50.0,25.0,25.0,0.57,0.5,2.14,534.88253319714,25.470596818911428
169,2022-01-01,Group stage,15,153,Etihad Stadium,5,0,1,0,0,33.33,33.33,33.33,66.67,0.0,58.33,100.0,0.0,0.0,0.58,1.0,2.25,891.9816138917262,38.781809299640265,0.0,0.0,100.0,0.0,0.0,0.0,0.2,356.12870275791624,14.24514811031665
170,2022-01-01,Group stage,1,92,Estadio Santiago Bernabéu,2,1,1,0,0,42.86,14.29,42.86,57.14,28.57,63.64,80.0,20.0,0.0,0.64,0.8,2.18,796.2717058222676,36.194168446466705,20.0,0.0,66.67,33.33,0.2,0.0,1.4,360.5209397344229,18.026046986721145
171,2022-01-01,Group stage,80,14,Estadio Ramón Sánchez Pizjuán,1,4,0,0,1,0.0,66.67,33.33,0.0,33.33,20.0,50.0,0.0,50.0,0.2,0.5,1.0,387.4361593462717,16.143173306094656,28.57,50.0,50.0,0.0,0.29,0.5,1.0,516.1899897854954,19.85346114559598
