idEntrenador,Temporada,Equipo,Nun,Non,División,Edad,PJ,PG,PE,PP,Non
231,2023-24,Wolfsburg,,,1ª,52,23,6,7,10,
232,2001-02,Sevilla B,,,2ªB,37,38,10,15,13,
232,2002-03,Sevilla B,,,2ªB,38,38,11,15,12,
232,2003-04,Sevilla B,,,2ªB,39,38,19,7,12,
232,2004-05,Sevilla B,,,2ªB,40,38,19,9,10,
232,2005-06,Sevilla B,,,2ªB,41,38,15,15,8,
232,2006-07,Sevilla Atlético,,,2ªB,42,38,22,10,6,
232,2007-08,Sevilla Atlético,,,2ª,43,9,5,3,1,
232,2007-08,Sevilla,,,1ª,43,31,17,4,10,
232,2008-09,Sevilla,,,1ª,44,38,21,7,10,
232,2009-10,Sevilla,,,1ª,45,28,13,6,9,
232,2010-11,AEK,,,,46,-,-,-,-,
232,2011-12,AEK,,,,47,-,-,-,-,
232,2011-12,Zaragoza,,,1ª,47,22,10,3,9,
232,2012-13,Zaragoza,,,1ª,48,38,9,7,22,
232,2017-18,AEK,,,,53,-,-,-,-,
232,2018-19,Las Palmas,,,2ª,54,14,5,7,2,
233,1954-55,Real Madrid,,,1ª,35,17,11,4,2,
233,1955-56,Real Madrid,,,1ª,36,30,18,2,10,
233,1956-57,Real Madrid,,,1ª,37,30,20,4,6,
233,1959-60,Atlético de Madrid,,,1ª,40,24,12,3,9,
233,1960-61,Atlético de Madrid,,,1ª,41,30,17,6,7,
233,1961-62,Atlético de Madrid,,,1ª,42,30,15,6,9,
233,1962-63,España,,,,43,6,1,3,2,
233,1963-64,España,,,,44,6,5,0,1,
233,1964-65,España,,,,45,3,0,1,2,
233,1964-65,España B,,,,45,1,1,0,0,
233,1965-66,España,,,,46,7,3,1,3,
234,1957-58,Young Boys,,,,40,-,-,-,-,
234,1958-59,Young Boys,,,,41,-,-,-,-,
234,1959-60,Young Boys,,,,42,-,-,-,-,
234,1960-61,Young Boys,,,,43,-,-,-,-,
234,1966-67,Stuttgart,,,1ª,49,19,7,8,4,
234,1967-68,1860 München,,,1ª,50,34,11,11,12,
234,1968-69,1860 München,,,1ª,51,12,4,3,5,
234,1971-72,Lugano,,,,54,-,-,-,-,
234,1974-75,Stuttgart,,,1ª,57,18,4,6,8,
235,2006-07,Sparta Praha,,,,41,-,-,-,-,
235,2007-08,Sparta Praha,,,,42,-,-,-,-,
235,2020-21,Astana,,,,55,-,-,-,-,
235,2021-22,Viktoria Plzeň,,,,56,-,-,-,-,
235,2022-23,Viktoria Plzeň,,,,57,-,-,-,-,
236,2019-20,Al-Sadd,,,,39,-,-,-,-,
236,2021-22,Barcelona,,,1ª,41,26,17,5,4,
236,2022-23,Barcelona,,,1ª,42,38,28,4,6,
236,2023-24,Barcelona,,,1ª,43,26,17,6,3,
237,2018-19,Young Boys,,,,40,-,-,-,-,
237,2019-20,Young Boys,,,,41,-,-,-,-,
237,2020-21,Young Boys,,,,42,-,-,-,-,
237,2021-22,Bayer Leverkusen,,,1ª,43,34,19,7,8,
237,2022-23,Bayer Leverkusen,,,1ª,44,8,1,2,5,
237,2023-24,Borussia Mönchengladbach,,,1ª,45,23,6,7,10,
238,1976-77,Steaua București,,,,39,-,-,-,-,
238,1977-78,Steaua București,,,,40,-,-,-,-,
238,1985-86,Steaua București,,,,48,-,-,-,-,
238,1991-92,Steaua București,,,,54,-,-,-,-,
238,1993-94,Steaua București,,,,56,-,-,-,-,
238,1999-00,Steaua București,,,,62,-,-,-,-,
239,1968-69,Slovan Bratislava,,,,43,-,-,-,-,
239,1969-70,Slovan Bratislava,,,,44,-,-,-,-,
239,1970-71,Slovan Bratislava,,,,45,-,-,-,-,
239,1972-73,Ruch Chorzów,,,,47,-,-,-,-,
239,1973-74,Ruch Chorzów,,,,48,-,-,-,-,
239,1974-75,Ruch Chorzów,,,,49,-,-,-,-,
239,1975-76,Ruch Chorzów,,,,50,-,-,-,-,
239,1976-77,Slovan Bratislava,,,,51,-,-,-,-,
239,1980-81,Aris,,,,55,-,-,-,-,
239,1981-82,Aris,,,,56,-,-,-,-,
239,1982-83,Slovan Bratislava,,,,57,-,-,-,-,
239,1984-85,Inter Bratislava,,,,59,-,-,-,-,
240,1958-59,Schalke 04,,,,50,-,-,-,-,
240,1962-63,Austria Wien,,,,54,-,-,-,-,
240,1963-64,Austria Wien,,,,55,-,-,-,-,
241,1978-79,Kaiserslautern,,,1ª,44,34,16,11,7,
241,1979-80,Kaiserslautern,,,1ª,45,34,18,5,11,
241,1980-81,Kaiserslautern,,,1ª,46,34,17,10,7,
241,1981-82,Kaiserslautern,,,1ª,47,34,16,10,8,
241,1982-83,Borussia Dortmund,,,1ª,48,25,15,4,6,
241,1983-84,Arminia Bielefeld,,,1ª,49,24,8,7,9,
241,1984-85,Uerdingen,,,1ª,50,34,14,8,12,
241,1985-86,Uerdingen,,,1ª,51,33,18,7,8,
241,1986-87,Uerdingen,,,1ª,52,34,12,11,11,
241,1987-88,Eintracht Frankfurt,,,1ª,53,34,10,11,13,
241,1988-89,Eintracht Frankfurt,,,1ª,54,3,0,0,3,
241,1989-90,Kaiserslautern,,,1ª,55,12,6,3,3,
241,1990-91,Kaiserslautern,,,1ª,56,34,19,10,5,
241,1991-92,Kaiserslautern,,,1ª,57,38,17,10,11,
241,1992-93,Galatasaray,,,,58,-,-,-,-,
241,1993-94,Galatasaray,,,,59,-,-,-,-,
241,2007-08,Galatasaray,,,,73,-,-,-,-,
242,2000-01,Maccabi Haifa,,,,45,-,-,-,-,
242,2001-02,Maccabi Haifa,,,,46,-,-,-,-,
242,2007-08,Chelsea,,,1ª,52,32,22,8,2,
242,2009-10,Portsmouth,,,1ª,54,25,5,6,14,
242,2010-11,West Ham,,,1ª,55,37,7,12,18,
243,2015-16,Olympique Lyonnais,,,1ª,49,19,12,3,4,
243,2016-17,Olympique Lyonnais,,,1ª,50,38,20,5,13,
243,2017-18,Olympique Lyonnais,,,1ª,51,38,23,9,6,
243,2018-19,Olympique Lyonnais,,,1ª,52,38,21,9,8,
243,2020-21,Rennes,,,1ª,54,11,6,2,3,
243,2021-22,Rennes,,,1ª,55,38,20,6,12,
243,2022-23,Rennes,,,1ª,56,38,21,5,12,
243,2023-24,Rennes,,,1ª,57,12,2,6,4,
244,1969-70,Legia Warszawa,,,,40,-,-,-,-,
244,1970-71,Legia Warszawa,,,,41,-,-,-,-,
245,2018-19,Slavia Praha,,,,42,-,-,-,-,
245,2019-20,Slavia Praha,,,,43,-,-,-,-,
245,2020-21,Slavia Praha,,,,44,-,-,-,-,
245,2021-22,Slavia Praha,,,,45,-,-,-,-,
245,2022-23,Slavia Praha,,,,46,-,-,-,-,
245,2023-24,Slavia Praha,,,,47,-,-,-,-,
246,2019-20,Braga,,,1ª,34,9,8,1,0,
246,2019-20,Sporting de Portugal,,,1ª,34,11,6,3,2,
246,2020-21,Sporting de Portugal,,,1ª,35,34,26,7,1,
246,2021-22,Sporting de Portugal,,,1ª,36,34,27,4,3,
246,2022-23,Sporting de Portugal,,,1ª,37,34,23,5,6,
246,2023-24,Sporting de Portugal,,,1ª,38,22,18,2,2,
247,2016-17,Linfield,,,,37,-,-,-,-,
247,2017-18,Linfield,,,,38,-,-,-,-,
247,2019-20,Linfield,,,,40,-,-,-,-,
247,2020-21,Linfield,,,,41,-,-,-,-,
247,2021-22,Linfield,,,,42,-,-,-,-,
247,2022-23,Linfield,,,,43,-,-,-,-,
247,2023-24,Linfield,,,,44,-,-,-,-,
248,2007-08,Anderlecht,,,,54,-,-,-,-,
248,2008-09,Anderlecht,,,,55,-,-,-,-,
248,2009-10,Anderlecht,,,,56,-,-,-,-,
248,2010-11,Anderlecht,,,,57,-,-,-,-,
248,2011-12,Anderlecht,,,,58,-,-,-,-,
248,2012-13,København,,,,59,-,-,-,-,
248,2013-14,Valenciennes,,,1ª,60,29,6,7,16,
249,2003-04,Shelbourne,,,,34,-,-,-,-,
249,2004-05,Shelbourne,,,,35,-,-,-,-,
249,2005-06,Shelbourne,,,,36,-,-,-,-,
249,2009-10,Bohemians,,,,40,-,-,-,-,
249,2010-11,Bohemians,,,,41,-,-,-,-,
249,2011-12,Bohemians,,,,42,-,-,-,-,
249,2013-14,Hibernian,,,,44,-,-,-,-,
249,2015-16,Shamrock Rovers,,,,46,-,-,-,-,
249,2016-17,Shamrock Rovers,,,,47,-,-,-,-,
250,1982-83,Ajax,,,,35,-,-,-,-,
250,1983-84,Ajax,,,,36,-,-,-,-,
250,1984-85,Ajax,,,,37,-,-,-,-,
250,1987-88,KV Mechelen,,,,40,-,-,-,-,
250,1988-89,KV Mechelen,,,,41,-,-,-,-,
250,1989-90,Anderlecht,,,,42,-,-,-,-,
250,1990-91,Anderlecht,,,,43,-,-,-,-,
250,1991-92,Anderlecht,,,,44,-,-,-,-,
250,1993-94,PSV,,,1ª,46,34,17,10,7,
250,1994-95,PSV,,,1ª,47,8,4,2,2,
250,1995-96,Werder Bremen,,,1ª,48,17,3,8,6,
250,1997-98,Standard Liège,,,,50,-,-,-,-,
250,1998-99,Sporting de Gijón,,,2ª,51,11,3,4,4,
250,2006-07,Vitesse,,,1ª,59,34,10,8,16,
250,2007-08,Vitesse,,,1ª,60,34,12,7,15,
250,2009-10,Sparta Rotterdam,,,1ª,62,4,0,1,3,
251,2019-20,Arsenal,,,1ª,37,20,9,6,5,
251,2020-21,Arsenal,,,1ª,38,38,18,7,13,
251,2021-22,Arsenal,,,1ª,39,38,22,3,13,
251,2022-23,Arsenal,,,1ª,40,38,26,6,6,
251,2023-24,Arsenal,,,1ª,41,26,18,4,4,
252,2014-15,Real Sociedad B,,,2ªB,43,24,7,8,9,
252,2015-16,Real Sociedad B,,,2ªB,44,38,16,12,10,
252,2016-17,Real Sociedad B,,,2ªB,45,38,13,13,12,
252,2017-18,Real Sociedad B,,,2ªB,46,30,16,7,7,
252,2017-18,Real Sociedad,,,1ª,46,9,5,1,3,
252,2018-19,Real Sociedad B,,,2ªB,47,18,6,5,7,
252,2018-19,Real Sociedad,,,1ª,47,21,8,7,6,
252,2019-20,Real Sociedad,,,1ª,48,38,16,8,14,
252,2020-21,Real Sociedad,,,1ª,49,38,17,11,10,
252,2021-22,Real Sociedad,,,1ª,50,38,17,11,10,
252,2022-23,Real Sociedad,,,1ª,51,38,21,8,9,
252,2023-24,Real Sociedad,,,1ª,52,26,10,10,6,
